0.010812044	0.047339167	0.037881207	-0.026811684	0.007968057	-0.02204212	0.040508855	0.0029885285	0.046525802	0.038539637	0.04539988	0.003889881	0.029463682	0.0061808825	0.016972844	0.029413078	-0.048470974	-0.023701085	0.028376807	0.024167333	-0.015661418	0.047234166	-0.039671898	0.03893837	0.015004646	0.0045958385	0.008689463	0.037529957	0.0015837662	-0.048183072	-0.044416845	0.022006143	-0.040016554	-0.03125789	0.0154671185	0.015769374	0.006062746	0.02789301	0.009213615	-0.035010863	0.0065011755	-0.020568753	0.009635709	-0.03321421	-0.046708655	-0.0034155734	0.024900366	-0.03369715	-0.015708566	0.047106598	-0.028751446	-0.029855132	0.020441864	-0.01297047	-0.016695153	-0.047621883	0.034262884	-0.04790411	0.04267737	0.017376866	-0.038646102	0.023857508	-0.04745847	-0.018588401
0.09997255	-0.36704534	-0.23775932	0.7696	0.7855178	0.23994717	-0.06916572	-0.13966563	0.34422037	0.48233062	-0.04497239	0.33408254	-0.025253946	-0.029826205	0.35049066	-0.21202555	0.08724398	0.5405858	-0.36805093	-0.31539342	0.0022896256	0.16990626	0.38152772	-0.2772781	0.028767137	0.29100922	-0.6277087	0.37798563	0.3843778	0.20314012	-0.16870117	-0.06735633	0.10529407	0.12508544	0.24693246	0.0682056	-0.0046235505	-0.26317292	-0.5802721	0.14760776	-0.23195258	-0.08425715	0.17628036	0.069286585	0.3119235	-0.3513845	-0.14035724	-0.19158784	0.5368219	-0.6594063	0.29448017	-0.37399843	-0.6056312	0.26912066	-0.22693779	-0.0812182	-0.013560447	0.12932132	0.3890208	-0.26046816	0.07144668	-0.26876616	0.40509897	0.7620559
0.044840816	-0.31532466	0.0883997	-0.13443665	0.11866786	-0.08729761	-0.04066199	-0.13499676	0.22957855	0.55209357	-0.13355762	0.25100866	0.05952256	0.2962561	-0.11705617	-0.14329574	-0.043987747	-0.7053022	0.23473343	-0.117824055	0.1354021	0.76717836	0.3787506	0.10468299	0.33457488	0.85152775	-0.25655335	-0.41761395	-0.3930682	0.21864422	-0.21987158	-0.3955155	-0.16477938	0.248005	0.12474738	0.4862855	-0.33263275	0.14013712	-0.29946268	-0.0614625	0.20228992	0.47380427	0.49733484	-0.2586309	-0.3035343	-0.17483166	-0.22040263	-0.35935423	0.32484925	-0.26603207	-0.1797375	0.27372015	-0.52247953	0.20773841	-0.26017794	0.176421	-0.4815663	-0.12377305	0.4621282	-0.29950556	-0.48015276	-0.17803471	-0.23911232	0.14175554
-0.036524896	-0.39421496	-0.029690415	0.095331594	0.30106804	-0.08364236	0.41392913	-0.07225741	-0.12117596	0.09332891	0.76085246	0.36102313	-0.47366852	-0.13344312	-0.11725403	-0.09601052	0.055373274	0.16345012	0.010186744	-0.11201498	0.41429746	0.29141974	0.1387672	0.032529995	0.7110791	0.5469694	0.2145272	0.014824575	-0.33124828	-0.29986644	-0.122224465	-0.19705817	0.94265544	-0.18941377	0.21876346	0.17258485	0.08991956	-0.23443149	0.19670668	0.060148656	-0.29933634	-0.27182743	-0.2965177	0.2958559	0.09540252	0.41391048	0.12201641	-0.37012196	-0.030929573	-0.13842832	-0.16403188	0.4904267	-0.7513716	0.37619555	0.4660342	-0.077447616	-0.33091724	0.5229848	0.003151939	0.18061136	-0.060259797	0.11019391	-0.5047537	-0.16756961
-0.07429404	-0.39129743	-0.2803793	0.3385635	-0.014946164	-0.49385065	0.49910522	-0.12577757	-0.48833936	0.5226391	0.39881966	0.33189827	-0.453473	-0.20330805	0.27519223	0.22115053	-0.26723376	0.26488522	-0.062009968	-0.4194969	-0.3228365	0.8580709	-0.11168344	-0.110014856	0.3689091	0.21156992	-0.2873453	0.3600498	-0.013097666	0.35667244	-0.30205023	0.019238098	0.030462159	0.45482183	0.010327659	0.08000533	0.26065153	-0.50301975	0.0386015	-0.28406575	-0.048650328	0.18844324	-0.08294986	0.21713172	0.10847965	0.06884285	-0.14411776	-0.3337844	-0.10344247	-0.0328243	-0.2355083	0.3291388	-0.015971042	-0.10873091	0.46491405	0.0039134957	0.31582707	-0.378079	-0.082369365	0.08547866	0.043862928	0.30974892	-0.5835747	0.104000725
-0.07348661	0.19531566	-0.24461032	0.010061597	0.1974843	-0.09123376	-0.43173045	0.04180343	-0.60853964	-0.020580085	0.16164228	-0.10689033	0.048707508	-0.4763758	-0.17414048	0.33609733	-0.3272534	0.14508761	0.15205622	0.025169017	0.19428468	0.031244827	0.24281621	0.27824804	-0.14372468	-0.10809656	-0.25158963	0.07837839	-0.24531819	0.56890315	0.11396834	0.11268143	0.32996175	0.75792116	-0.28076503	-0.13328359	-0.1064644	-0.30245033	-0.48374546	0.25663626	0.5502502	-0.21400885	0.22710185	0.0063699284	-0.08212806	0.11891604	-0.403788	0.40798762	0.33944094	-0.5430567	-0.134019	0.21533257	0.076465875	-0.030141164	0.42272836	-0.16993803	-0.35300362	-0.0819638	0.3160004	-0.09136002	-0.32135916	0.36281863	-0.3963895	0.23762588
0.6472072	-0.23518738	0.01917661	0.33380392	0.5989443	0.31116948	-0.18075286	-0.18234438	-0.17552851	0.05138552	-0.005290687	0.47605252	0.06975591	-0.07451713	0.32337698	-0.13653065	0.10179356	-0.21746528	0.092586	-0.060407646	0.27520463	-0.3385423	0.2921039	0.06106659	0.19217871	0.17280038	0.122465946	0.109033704	0.11748313	0.08658012	0.07534989	-0.4726761	-0.044505496	0.38956013	0.44250786	0.3231374	-0.27499163	0.32113492	-0.10765448	0.29638174	-0.1745543	0.61659974	0.14277577	0.46186012	-0.057879716	0.20380487	-0.24234352	-0.29921156	0.4720561	0.23801726	0.28562054	0.008793144	-0.4833846	0.7510035	0.029660216	0.18967557	0.122705765	0.07882126	0.22981638	-0.42417037	-0.38797805	0.20481636	-0.12792704	0.45481196
0.25656807	-0.1898325	0.088840425	0.20055282	0.102707885	0.35737792	-0.035753123	0.19179983	-0.3777355	-0.17378765	-0.17055748	0.45086417	0.16693209	-0.009476202	0.4249106	-0.11872447	-0.26792374	-0.118960485	0.19487433	0.14860773	0.43174565	0.1080553	0.5487331	0.26542452	-0.22285974	0.08171721	-0.63762337	0.10430917	-0.36363202	0.30900538	-0.27354968	-0.38763142	0.21954456	0.7014043	-0.06816546	0.030208549	-0.43004197	-0.20306161	-0.3330524	-0.05338226	0.09074338	0.3550037	0.42391396	-0.270614	-0.124674514	-0.17193809	-0.3265284	-0.122853786	-0.04296234	-0.024295079	0.6640061	0.68005955	-0.5134712	0.16273971	-0.19391994	0.38889334	0.24994512	0.032181535	0.68482125	-0.4268719	-0.1822683	-0.48873287	-0.13696715	0.3587015
-0.30809528	0.42547157	-0.16425194	0.11850022	-0.43668982	-0.36802068	-0.24237919	-0.17576896	-0.6014162	0.22057274	0.7405827	-0.2818331	-0.3525994	-0.22519377	0.4060539	0.6953794	0.1078358	-0.15546454	0.31779173	0.04966624	0.0796004	0.056166004	-0.40405115	-0.29102686	-0.47041917	0.3619196	-0.83377784	0.16232933	-0.18690671	-0.18157652	-0.3831938	0.30160394	-0.0074430853	0.24746302	-0.32473612	-0.17398149	-0.222916	-0.56587446	-0.24302332	0.29423183	0.114118695	0.061635967	-0.109418765	0.41335693	-0.93419373	0.3346402	-0.2544095	-0.5683388	0.8173379	-0.22362606	-0.21211542	0.11255965	-0.08618452	0.1461655	0.14906159	0.28436494	-0.45808956	-0.6445659	0.6636551	-0.13658316	-0.14172831	0.43253133	0.19350363	0.0411345
0.23714629	0.15611391	-0.036825135	0.2043413	-0.1905316	-0.42832798	-0.38455275	0.4140192	-0.30650976	0.025201453	0.9374196	-0.19084361	-0.29722708	-0.41368103	0.29187346	0.47561842	0.09253366	0.39444175	-0.03367788	-0.36917874	0.18008684	0.39844763	-0.24419847	0.112412736	-0.0057136184	0.12241871	-0.16002257	0.23025656	-0.036134325	0.6011927	0.45384672	0.25237805	0.46645492	0.62049794	-0.2984473	-0.25697926	-0.23831615	-0.34285286	-0.23517542	0.11199816	0.10619702	0.09428577	0.115163356	0.10185892	-0.1655141	0.17803435	-0.33693802	0.12709086	-0.05329102	-0.23794262	-0.31172442	0.060518105	-0.14193425	-0.14172514	0.505652	0.14092746	-0.1794779	-0.5285928	0.21432672	-0.0767271	-0.24944131	0.3913412	-0.05729375	-0.32484356
